epoch,disc_loss,gen_loss,val_disc_loss,val_gen_loss
0,0.7449042201042175,17.590621948242188,1.4854552745819092,28.664382934570312
1,0.6569124460220337,14.241172790527344,1.0993107557296753,20.075368881225586
2,1.3238177299499512,14.185982704162598,1.7268718481063843,14.118744850158691
3,0.5264674425125122,13.645703315734863,1.2317297458648682,15.670872688293457
4,1.302166223526001,16.247608184814453,1.193266749382019,14.092344284057617
5,1.2326385974884033,12.707276344299316,1.2499446868896484,17.482891082763672
6,1.0512423515319824,12.871631622314453,1.2516326904296875,13.340042114257812
7,0.6545121669769287,12.43194580078125,1.2544050216674805,12.604640007019043
8,0.5944291353225708,13.507223129272461,1.312565565109253,13.072094917297363
9,0.6941490173339844,13.49354362487793,1.298527479171753,11.778809547424316
10,0.6626744270324707,12.540026664733887,1.2114133834838867,11.459344863891602
11,0.5058911442756653,12.403136253356934,1.3033392429351807,12.325091361999512
12,0.9823912382125854,13.225643157958984,1.2536098957061768,12.696634292602539
13,0.8642631769180298,12.251930236816406,1.3991292715072632,12.01089096069336
14,0.5948038101196289,11.179603576660156,1.290919542312622,11.502408027648926
15,0.6464428305625916,11.367256164550781,1.4241588115692139,11.192296981811523
16,0.7008792757987976,11.868362426757812,1.2580194473266602,12.913639068603516
17,0.6323691010475159,9.563297271728516,1.2862459421157837,10.536975860595703
18,1.9248250722885132,10.209016799926758,1.3634610176086426,11.381389617919922
19,0.6999457478523254,10.974260330200195,1.330644965171814,10.558684349060059
20,0.7177238464355469,9.249773025512695,1.3487229347229004,10.446184158325195
21,1.0437037944793701,11.447324752807617,3.409191608428955,12.600061416625977
22,0.951704740524292,9.780040740966797,1.3859467506408691,10.888697624206543
23,0.7639114856719971,10.502973556518555,1.5199249982833862,9.907341957092285
24,0.46503746509552,11.560221672058105,1.3357523679733276,10.379789352416992
25,0.4706427752971649,10.11422348022461,1.3855206966400146,9.976527214050293
26,0.6553897857666016,9.763923645019531,1.4312593936920166,10.170539855957031
27,0.7611304521560669,9.74370288848877,1.5547696352005005,10.38623332977295
28,0.45146551728248596,11.304611206054688,1.2921744585037231,10.862541198730469
29,0.9303634762763977,12.944727897644043,1.376288890838623,10.710467338562012
30,1.0233362913131714,9.65049934387207,3.3712995052337646,12.330126762390137
31,0.6243962049484253,9.443082809448242,1.4033089876174927,9.870319366455078
32,0.28619471192359924,10.240784645080566,1.3614182472229004,10.218835830688477
33,0.3279094398021698,9.845331192016602,1.3377654552459717,10.500534057617188
34,0.4404238164424896,9.57626724243164,1.4725608825683594,10.080766677856445
35,0.699680507183075,9.951996803283691,1.6879048347473145,10.00490951538086
36,0.32377681136131287,10.336088180541992,1.407636046409607,10.107647895812988
37,0.32247331738471985,10.662118911743164,1.3000495433807373,10.353456497192383
38,0.6729451417922974,11.618186950683594,1.4228456020355225,10.230204582214355
39,0.21448937058448792,11.639819145202637,1.340489149093628,10.607625961303711
40,0.654193639755249,8.897231101989746,1.649468183517456,9.572999000549316
41,0.42349565029144287,9.706685066223145,1.385873556137085,10.4878568649292
42,0.9389437437057495,12.007328987121582,1.4718506336212158,9.753697395324707
43,0.8507859706878662,9.007551193237305,1.846203088760376,10.660008430480957
44,1.8905649185180664,13.947662353515625,2.312509059906006,11.040234565734863
