epoch,loss,val_loss
0,0.016110241413116455,0.011306745931506157
1,0.010006698779761791,0.009794139303267002
2,0.008770566433668137,0.008015326224267483
3,0.008093810640275478,0.0077532269060611725
4,0.007666452322155237,0.0073266783729195595
5,0.00736490823328495,0.007537544704973698
6,0.0070518371649086475,0.006731358822435141
7,0.006813837215304375,0.006606665905565023
8,0.006565360352396965,0.007063220255076885
9,0.006369752809405327,0.006128116510808468
10,0.0062463846988976,0.006229377817362547
11,0.006050278898328543,0.005847877357155085
12,0.005968532525002956,0.006169813219457865
13,0.005818146746605635,0.005960572510957718
14,0.0057511948980391026,0.005801547318696976
15,0.005602569784969091,0.005522421095520258
16,0.005505619570612907,0.00535105774179101
17,0.005436033010482788,0.005433734972029924
18,0.005379505921155214,0.005951136350631714
19,0.0052733891643583775,0.005197502207010984
20,0.005213584750890732,0.006330539938062429
21,0.0051630036905407906,0.006000541150569916
22,0.005094005260616541,0.004889314062893391
23,0.005040966439992189,0.005051975604146719
24,0.004998041316866875,0.004816769156605005
25,0.004930261988192797,0.004845050163567066
26,0.004892241209745407,0.004991283640265465
27,0.004841940943151712,0.004651961382478476
28,0.0048026456497609615,0.007275807671248913
29,0.004742673132568598,0.004525218158960342
30,0.004684126935899258,0.004650263115763664
31,0.004648146219551563,0.004597928840667009
32,0.004624093417078257,0.0050778076983988285
33,0.004573787562549114,0.004667968954890966
34,0.004553849808871746,0.004570874851197004
35,0.004498639609664679,0.005245042499154806
36,0.0044757286086678505,0.004642761778086424
37,0.004449812695384026,0.0044398121535778046
38,0.004381914623081684,0.004373126197606325
39,0.0043590739369392395,0.004471782129257917
40,0.004322424530982971,0.004624423570930958
41,0.0042944252490997314,0.004120951052755117
42,0.004281108733266592,0.004311514087021351
43,0.004261001944541931,0.004274241626262665
44,0.004223588854074478,0.004382440820336342
45,0.004186859354376793,0.0041152117773890495
46,0.004185444675385952,0.004529296420514584
47,0.004162497818470001,0.004039198160171509
48,0.004108038265258074,0.004486809018999338
49,0.0040757968090474606,0.004335890989750624
50,0.004070471040904522,0.0038781403563916683
51,0.004040309228003025,0.004116153810173273
52,0.00399033771827817,0.004778441973030567
53,0.004002516623586416,0.0041000028140842915
54,0.003958126995712519,0.004062476567924023
55,0.00393427349627018,0.004435321781784296
56,0.003924265969544649,0.0038750458043068647
57,0.0039026772137731314,0.0037303557619452477
58,0.0038824209477752447,0.004338637925684452
59,0.003865595208480954,0.0037194008473306894
60,0.0038459866773337126,0.0041108462028205395
61,0.0038208686746656895,0.004283694550395012
62,0.003782909130677581,0.004906242713332176
63,0.0037747814785689116,0.004181340802460909
64,0.0037685255520045757,0.0038237583357840776
65,0.003753361525014043,0.0038519862573593855
66,0.0037392566446214914,0.0039302450604736805
67,0.0037186441477388144,0.0035751527175307274
68,0.0036957410629838705,0.0035337242297828197
69,0.0036732673179358244,0.0035353845451027155
70,0.0036605431232601404,0.003909865859895945
71,0.0036637235898524523,0.003606415120884776
72,0.003631737781688571,0.004112338647246361
73,0.0036173989064991474,0.0035785126965492964
74,0.0036129767540842295,0.0035721068270504475
75,0.003590234322473407,0.0035368476528674364
76,0.003572657471522689,0.0035765785723924637
77,0.0035581232514232397,0.003575516166165471
78,0.003551632398739457,0.003689478151500225
79,0.0035306918434798717,0.0034785971511155367
80,0.0035085363779217005,0.0035712341777980328
81,0.0035159208346158266,0.004417994059622288
82,0.00350377568975091,0.003716233652085066
83,0.0034831762313842773,0.0036958481650799513
84,0.0035008941777050495,0.003427303396165371
85,0.0034736194647848606,0.0037876872811466455
86,0.0034390531945973635,0.003351758699864149
87,0.0034433866385370493,0.0032967596780508757
88,0.0034205778501927853,0.0037329227197915316
89,0.0034038645680993795,0.003634581109508872
90,0.0034119111951440573,0.003553961403667927
91,0.00339614343829453,0.0033031862694770098
92,0.0033856655936688185,0.0035593262873589993
93,0.0033763782121241093,0.0034153307788074017
94,0.003335235407575965,0.0033254153095185757
95,0.0033385304268449545,0.003415875369682908
96,0.0033522979356348515,0.0032354339491575956
97,0.003314760746434331,0.0032287270296365023
98,0.00330744287930429,0.003399717854335904
99,0.0033158157020807266,0.0034146676771342754
